hotspot_id,latitude,longitude,rainfall,elevation,drain_capacity,flood_risk_level,associated_ward
HS1319,28.582608,77.117825,169,228,0.48,HIGH,W060
HS1320,28.603983,77.117067,187,235,0.59,HIGH,W060
HS1321,28.590635,77.131606,146,257,0.29,MEDIUM,W060
HS1322,28.613677,77.111301,192,238,0.36,HIGH,W060
HS1323,28.596032,77.137809,149,244,0.35,HIGH,W060
HS1324,28.610828,77.099021,164,245,0.57,MEDIUM,W060
HS1325,28.58822,77.097109,170,255,0.56,MEDIUM,W060
HS1326,28.589553,77.111865,148,231,0.23,HIGH,W060
HS1327,28.59121,77.137626,161,244,0.51,MEDIUM,W060
HS1328,28.580842,77.107401,155,241,0.31,HIGH,W060
HS1329,28.625351,77.122745,170,247,0.55,MEDIUM,W060
HS1330,28.6206,77.102747,180,248,0.49,MEDIUM,W060
HS1331,28.59562,77.106371,153,253,0.31,HIGH,W060
HS1332,28.601247,77.127693,176,259,0.54,MEDIUM,W060
HS1333,28.764192,77.128795,59,189,0.48,MEDIUM,W061
HS1334,28.740767,77.123519,23,196,0.81,LOW,W061
HS1335,28.740522,77.166596,31,178,0.53,MEDIUM,W061
HS1336,28.765777,77.142792,22,190,0.84,LOW,W061
HS1337,28.759456,77.14435,50,201,0.47,MEDIUM,W061
HS1338,28.756281,77.140852,38,169,0.49,MEDIUM,W061
HS1339,28.772446,77.132889,41,178,0.58,MEDIUM,W061
HS1340,28.780336,77.138622,49,182,0.5,MEDIUM,W061
HS1341,28.743189,77.166113,66,172,0.77,MEDIUM,W061
HS1342,28.773894,77.146323,57,191,0.84,MEDIUM,W061
HS1343,28.742701,77.130277,39,165,0.69,MEDIUM,W061
HS1344,28.773087,77.138875,28,174,0.76,MEDIUM,W061
HS1345,28.783372,77.152467,58,189,0.53,MEDIUM,W061
HS1346,28.742951,77.142048,32,189,0.78,MEDIUM,W061
HS1347,28.765175,77.135265,28,194,0.69,MEDIUM,W061
HS1348,28.740514,77.123382,52,178,0.82,MEDIUM,W061
HS1349,28.747629,77.155308,66,177,0.77,MEDIUM,W061
HS1350,28.763967,77.142102,22,173,0.83,MEDIUM,W061
HS1351,28.772341,77.140445,68,194,0.86,MEDIUM,W061
HS1352,28.786932,77.163297,47,184,0.81,MEDIUM,W061
HS1353,28.482971,77.246243,193,241,0.29,HIGH,W062
HS1354,28.482942,77.240153,207,234,0.18,HIGH,W062
HS1355,28.458129,77.23215,197,205,0.23,HIGH,W062
HS1356,28.476506,77.243162,187,237,0.22,HIGH,W062
HS1357,28.48432,77.227541,186,219,0.18,HIGH,W062
HS1358,28.483181,77.265637,179,225,0.31,HIGH,W062
HS1359,28.448432,77.270341,225,221,0.39,HIGH,W062
HS1360,28.457731,77.256602,205,230,0.19,HIGH,W062
HS1361,28.458885,77.260028,207,218,0.24,HIGH,W062
HS1362,28.440462,77.237589,198,240,0.13,HIGH,W062
HS1363,28.480745,77.239511,180,226,0.23,HIGH,W062
HS1364,28.483732,77.237594,206,230,0.17,HIGH,W062
HS1365,28.477833,77.253062,179,221,0.41,HIGH,W062
HS1366,28.480083,77.255717,223,218,0.1,HIGH,W062
HS1367,28.489666,77.244701,214,213,0.13,HIGH,W062
HS1368,28.472257,77.248238,189,215,0.4,HIGH,W062
HS1369,28.49029,77.233211,198,228,0.34,HIGH,W062
HS1370,28.46019,77.257829,228,228,0.31,HIGH,W062
HS1371,28.4797,77.265291,195,228,0.21,HIGH,W062
HS1372,28.481921,77.240661,197,226,0.14,HIGH,W062
HS1373,28.718854,77.253082,179,179,0.22,HIGH,W063
HS1374,28.735873,77.213708,212,194,0.37,HIGH,W063
HS1375,28.719418,77.242997,184,186,0.26,HIGH,W063
HS1376,28.720609,77.222095,214,186,0.23,HIGH,W063
HS1377,28.744026,77.21667,207,207,0.13,HIGH,W063
HS1378,28.741566,77.244819,214,204,0.36,HIGH,W063
HS1379,28.729647,77.251204,180,191,0.25,HIGH,W063
HS1380,28.745272,77.213867,189,189,0.31,HIGH,W063
HS1381,28.728359,77.217239,174,206,0.24,HIGH,W063
HS1382,28.715026,77.228429,202,207,0.1,HIGH,W063
HS1383,28.724699,77.257436,205,190,0.14,HIGH,W063
HS1384,28.760818,77.243619,185,193,0.1,HIGH,W063
HS1385,28.714277,77.225186,213,217,0.35,HIGH,W063
HS1386,28.723469,77.218204,208,193,0.12,HIGH,W063
HS1387,28.752251,77.228501,212,187,0.1,HIGH,W063
HS1388,28.747918,77.218612,210,218,0.27,HIGH,W063
HS1389,28.75684,77.23345,195,211,0.1,HIGH,W063
HS1390,28.726774,77.229174,208,196,0.17,HIGH,W063
HS1391,28.73591,77.246514,204,201,0.25,HIGH,W063
HS1392,28.749794,77.256292,174,209,0.33,HIGH,W063
HS1393,28.719181,77.260238,198,199,0.37,HIGH,W063
HS1394,28.726108,77.259629,200,193,0.36,HIGH,W063
HS1395,28.72382,77.235101,198,210,0.37,HIGH,W063
HS1396,28.718065,77.261067,199,193,0.39,HIGH,W063
HS1397,28.738783,77.236039,174,215,0.35,HIGH,W063
HS1398,28.613728,76.978248,145,193,0.74,MEDIUM,W064
HS1399,28.636168,76.9697,164,185,1.0,MEDIUM,W064
HS1400,28.634074,76.9641,157,188,0.86,MEDIUM,W064
HS1401,28.598228,76.994881,182,179,0.8,HIGH,W064
HS1402,28.618253,76.958468,180,190,0.91,MEDIUM,W064
HS1403,28.617081,76.970355,138,186,0.92,MEDIUM,W064
HS1404,28.623435,76.974782,161,179,0.92,MEDIUM,W064
HS1405,28.602002,76.987424,140,198,1.0,MEDIUM,W064
HS1406,28.639803,76.994152,183,187,1.0,MEDIUM,W064
HS1407,28.597318,76.992541,155,191,0.92,MEDIUM,W064
HS1408,28.615112,76.984803,175,185,1.0,MEDIUM,W064
HS1409,28.636789,76.95035,142,199,1.0,MEDIUM,W064
HS1410,28.598357,76.952158,153,168,1.0,MEDIUM,W064
HS1411,28.640485,76.959023,147,187,1.0,MEDIUM,W064
HS1412,28.641784,76.989753,140,179,0.94,MEDIUM,W064
HS1413,28.596838,76.985019,146,170,1.0,MEDIUM,W064
HS1414,28.611574,76.953928,150,186,0.89,MEDIUM,W064
HS1415,28.634152,76.992066,143,197,0.93,MEDIUM,W064
HS1416,28.607407,76.94914,163,200,1.0,MEDIUM,W064
HS1417,28.601326,76.987408,165,162,1.0,HIGH,W064
HS1418,28.639651,76.978208,153,197,1.0,MEDIUM,W064
HS1419,28.642332,76.993036,145,172,0.85,HIGH,W064
HS1420,28.634031,76.967227,158,192,0.75,HIGH,W064
HS1421,28.602755,76.966099,150,166,0.77,HIGH,W064
HS1422,28.599345,76.95416,178,171,1.0,HIGH,W064
HS1423,28.587255,77.130312,141,283,0.75,LOW,W065
HS1424,28.568355,77.099157,173,287,0.6,MEDIUM,W065
HS1425,28.59088,77.119376,148,251,0.66,MEDIUM,W065
HS1426,28.613769,77.119502,141,275,0.78,LOW,W065
HS1427,28.59506,77.136922,159,279,0.91,LOW,W065
HS1428,28.605757,77.123653,186,286,0.67,MEDIUM,W065
HS1429,28.599174,77.095731,190,253,0.81,MEDIUM,W065
HS1430,28.589677,77.112252,177,265,0.83,MEDIUM,W065
HS1431,28.578877,77.092402,164,266,0.78,MEDIUM,W065
HS1432,28.587813,77.139578,162,262,0.73,MEDIUM,W065
HS1433,28.589794,77.127275,170,277,0.82,LOW,W065
HS1434,28.598756,77.103949,152,281,0.61,MEDIUM,W065
HS1435,28.608757,77.139241,186,271,0.61,MEDIUM,W065
HS1436,28.568165,77.105557,165,281,0.58,MEDIUM,W065
HS1437,28.59113,77.133617,157,261,0.63,MEDIUM,W065
HS1438,28.588424,77.115671,183,277,0.65,MEDIUM,W065
HS1439,28.567786,77.116947,156,271,0.59,MEDIUM,W065
HS1440,28.603699,77.141378,185,276,0.6,MEDIUM,W065
HS1441,28.609444,77.127357,141,286,0.68,LOW,W065
HS1442,28.575403,77.128716,161,259,0.75,MEDIUM,W065
HS1443,28.57513,77.137177,142,258,0.56,MEDIUM,W065
HS1444,28.595885,77.09818,179,274,0.73,MEDIUM,W065
HS1445,28.585815,77.121573,149,269,0.69,MEDIUM,W065
HS1446,28.574415,77.141487,163,252,0.79,MEDIUM,W065
HS1447,28.581947,77.096869,156,261,0.63,MEDIUM,W065
HS1448,28.862365,77.163913,177,259,0.55,MEDIUM,W066
HS1449,28.893838,77.140878,189,237,0.53,HIGH,W066
HS1450,28.868277,77.165748,175,254,0.44,MEDIUM,W066
HS1451,28.878428,77.163703,199,234,0.64,HIGH,W066
HS1452,28.861993,77.164305,189,235,0.43,HIGH,W066
HS1453,28.865914,77.175706,184,249,0.6,MEDIUM,W066
HS1454,28.86815,77.144098,195,241,0.5,HIGH,W066
HS1455,28.8754,77.14385,191,235,0.46,HIGH,W066
HS1456,28.889918,77.137204,205,254,0.36,HIGH,W066
HS1457,28.876212,77.144121,194,232,0.61,HIGH,W066
HS1458,28.863742,77.145826,196,267,0.3,HIGH,W066
HS1459,28.88517,77.138206,177,258,0.63,MEDIUM,W066
HS1460,28.891811,77.176568,204,254,0.32,HIGH,W066
HS1461,28.894886,77.144204,189,266,0.52,MEDIUM,W066
HS1462,28.878069,77.139149,166,232,0.63,MEDIUM,W066
HS1463,28.869231,77.184264,185,245,0.49,HIGH,W066
HS1464,28.855213,77.179521,196,244,0.6,MEDIUM,W066
HS1465,28.894928,77.176099,202,264,0.37,HIGH,W066
HS1466,28.870015,77.149872,194,256,0.48,HIGH,W066
HS1467,28.888149,77.177142,187,241,0.47,HIGH,W066
HS1468,28.853607,77.139204,197,259,0.28,HIGH,W066
HS1469,28.88903,77.14693,197,264,0.58,MEDIUM,W066
HS1470,28.901099,77.178637,170,255,0.59,MEDIUM,W066
HS1471,28.887876,77.142962,181,263,0.28,HIGH,W066
HS1472,28.559986,77.217073,73,198,0.55,MEDIUM,W067
HS1473,28.559115,77.212684,70,221,0.55,MEDIUM,W067
HS1474,28.564789,77.22718,91,216,0.7,MEDIUM,W067
HS1475,28.559316,77.256204,91,206,0.53,MEDIUM,W067
HS1476,28.534356,77.233893,66,192,0.35,HIGH,W067
HS1477,28.535939,77.23172,81,207,0.7,MEDIUM,W067
HS1478,28.556939,77.2426,115,207,0.67,MEDIUM,W067
HS1479,28.538845,77.220042,86,202,0.66,MEDIUM,W067
HS1480,28.524902,77.229238,86,222,0.41,MEDIUM,W067
HS1481,28.558807,77.247968,90,208,0.68,MEDIUM,W067
HS1482,28.556059,77.227325,106,212,0.35,HIGH,W067
HS1483,28.556447,77.219059,95,203,0.61,MEDIUM,W067
HS1484,28.564754,77.226876,101,191,0.54,MEDIUM,W067
HS1485,28.530232,77.240212,92,187,0.54,MEDIUM,W067
HS1486,28.558,77.243206,100,220,0.38,MEDIUM,W067
HS1487,28.553501,77.231445,77,194,0.7,MEDIUM,W067
HS1488,28.520228,77.247462,87,217,0.48,MEDIUM,W067
HS1489,28.544585,77.213835,75,199,0.33,HIGH,W067
HS1490,28.5259,77.23547,108,199,0.58,MEDIUM,W067
HS1491,28.554184,77.224985,87,192,0.6,MEDIUM,W067
HS1492,28.626453,77.270444,144,239,0.67,MEDIUM,W068
HS1493,28.625818,77.240397,142,228,0.67,MEDIUM,W068
HS1494,28.644463,77.242566,155,231,0.38,HIGH,W068
HS1495,28.649596,77.250742,176,242,0.45,HIGH,W068
HS1496,28.628736,77.28189,154,262,0.46,MEDIUM,W068
HS1497,28.630965,77.253511,143,237,0.51,MEDIUM,W068
HS1498,28.608667,77.281784,174,245,0.48,MEDIUM,W068
HS1499,28.622145,77.252715,153,260,0.77,MEDIUM,W068
HS1500,28.621627,77.27974,141,235,0.44,MEDIUM,W068
HS1501,28.634256,77.26236,186,232,0.56,HIGH,W068
HS1502,28.644784,77.274221,172,240,0.59,MEDIUM,W068
HS1503,28.644043,77.278582,139,246,0.75,MEDIUM,W068
HS1504,28.604951,77.243125,163,233,0.56,MEDIUM,W068
HS1505,28.61636,77.258603,173,245,0.66,MEDIUM,W068
HS1506,28.625454,77.246696,145,225,0.69,MEDIUM,W068
HS1507,28.600728,77.281211,179,236,0.7,MEDIUM,W068
HS1508,28.640122,77.246181,149,254,0.57,MEDIUM,W068
HS1509,28.631839,77.238606,160,228,0.5,HIGH,W068
HS1510,28.615555,77.270249,155,239,0.67,MEDIUM,W068
HS1511,28.641514,77.257446,149,236,0.45,MEDIUM,W068
HS1512,28.615838,77.285403,154,259,0.61,MEDIUM,W068
HS1513,28.637191,77.284923,149,224,0.4,HIGH,W068
HS1514,28.59257,77.018106,131,297,0.41,MEDIUM,W069
HS1515,28.60891,77.002738,159,295,0.4,MEDIUM,W069
HS1516,28.612424,77.026042,147,276,0.46,MEDIUM,W069
HS1517,28.613068,76.995466,159,283,0.47,MEDIUM,W069
HS1518,28.59718,77.024687,121,294,0.12,MEDIUM,W069
HS1519,28.611968,77.023865,155,276,0.33,MEDIUM,W069
HS1520,28.62205,77.015993,147,266,0.12,HIGH,W069
HS1521,28.602286,77.000978,126,288,0.49,MEDIUM,W069
HS1522,28.595111,77.035239,161,270,0.13,HIGH,W069
HS1523,28.604317,76.997994,148,279,0.34,MEDIUM,W069
HS1524,28.630365,76.991863,127,274,0.48,MEDIUM,W069
HS1525,28.611067,77.015497,120,268,0.11,MEDIUM,W069
HS1526,28.624455,76.993503,122,278,0.32,MEDIUM,W069
HS1527,28.620297,77.018116,140,294,0.16,MEDIUM,W069
HS1528,28.624241,77.038611,166,259,0.18,HIGH,W069
HS1529,28.62103,77.004256,117,293,0.17,MEDIUM,W069
HS1530,28.618354,76.995533,144,295,0.21,MEDIUM,W069
HS1531,28.621367,77.002226,134,263,0.33,MEDIUM,W069
HS1532,28.584675,76.993171,129,264,0.36,MEDIUM,W069
HS1533,28.598075,77.008025,129,280,0.31,MEDIUM,W069
HS1534,28.619386,77.001571,164,262,0.24,HIGH,W069
HS1535,28.585235,77.006176,123,292,0.28,MEDIUM,W069
HS1536,28.652766,77.209174,66,251,0.88,LOW,W070
HS1537,28.649971,77.250255,54,232,0.99,LOW,W070
HS1538,28.657438,77.218599,45,214,1.0,LOW,W070
HS1539,28.640162,77.214978,47,234,0.87,LOW,W070
HS1540,28.631882,77.213786,82,224,0.89,LOW,W070
HS1541,28.649052,77.257169,69,241,0.96,LOW,W070
HS1542,28.672211,77.219594,80,229,0.93,LOW,W070
HS1543,28.641487,77.23343,43,244,1.0,LOW,W070
HS1544,28.633509,77.239185,59,228,0.98,LOW,W070
HS1545,28.665754,77.23547,76,241,1.0,LOW,W070
HS1546,28.639202,77.229476,45,236,0.92,LOW,W070
HS1547,28.636267,77.248314,79,212,0.84,MEDIUM,W070
HS1548,28.675284,77.24956,55,246,0.94,LOW,W070
HS1549,28.633353,77.230867,88,224,1.0,LOW,W070
HS1550,28.671599,77.232334,48,247,0.81,LOW,W070
HS1551,28.662279,77.220137,81,230,0.96,LOW,W070
HS1552,28.651047,77.228159,54,251,0.81,LOW,W070
HS1553,28.639825,77.2104,57,217,0.91,LOW,W070
HS1554,28.639138,77.229136,45,220,0.76,LOW,W070
HS1555,28.671951,77.209233,82,251,1.0,LOW,W070
HS1556,28.656767,77.234813,91,233,1.0,LOW,W070
HS1557,28.772455,77.037767,48,237,0.91,LOW,W071
HS1558,28.779866,77.025141,57,236,0.85,LOW,W071
HS1559,28.798904,77.024523,70,247,1.0,LOW,W071
HS1560,28.773733,77.024964,50,259,0.98,LOW,W071
HS1561,28.776179,77.013318,57,253,0.79,LOW,W071
HS1562,28.765112,77.04059,66,221,1.0,LOW,W071
HS1563,28.758174,77.040236,45,248,0.9,LOW,W071
HS1564,28.795689,77.021079,25,235,0.72,LOW,W071
HS1565,28.751773,77.012673,51,246,0.75,LOW,W071
HS1566,28.757344,77.020981,55,227,0.98,LOW,W071
HS1567,28.760579,77.004412,39,256,0.95,LOW,W071
HS1568,28.756946,77.03186,62,253,0.74,LOW,W071
HS1569,28.788065,77.01664,37,226,0.88,LOW,W071
HS1570,28.757313,77.018002,28,235,0.89,LOW,W071
HS1571,28.769832,77.032483,63,237,0.85,LOW,W071
HS1572,28.758699,77.03168,68,230,1.0,LOW,W071
HS1573,28.7656,77.047944,29,246,0.94,LOW,W071
HS1574,28.754513,77.045122,38,222,1.0,LOW,W071
HS1575,28.801643,77.012636,29,256,0.83,LOW,W071
HS1576,28.758105,77.023856,51,225,0.71,LOW,W071
HS1577,28.786073,77.03064,41,246,0.79,LOW,W071
HS1578,28.755875,77.013394,25,227,0.76,LOW,W071
HS1579,28.797742,77.038306,64,233,0.98,LOW,W071
HS1580,28.402584,77.227308,144,193,0.6,HIGH,W072
HS1581,28.431134,77.232091,171,169,0.76,HIGH,W072
HS1582,28.424773,77.204314,148,172,0.55,HIGH,W072
HS1583,28.397874,77.206551,152,165,0.54,HIGH,W072
HS1584,28.427299,77.229665,154,172,0.46,HIGH,W072
HS1585,28.438163,77.221317,184,181,0.52,HIGH,W072
HS1586,28.426709,77.194879,150,165,0.76,HIGH,W072
HS1587,28.411975,77.218999,144,163,0.74,HIGH,W072
HS1588,28.405634,77.22904,178,171,0.52,HIGH,W072
HS1589,28.408857,77.222351,177,195,0.75,HIGH,W072
HS1590,28.403416,77.219115,142,172,0.56,HIGH,W072
HS1591,28.424144,77.205175,165,186,0.74,HIGH,W072
HS1592,28.396982,77.206462,183,199,0.56,HIGH,W072
HS1593,28.440686,77.24188,186,187,0.7,HIGH,W072
HS1594,28.414583,77.197931,183,192,0.43,HIGH,W072
HS1595,28.435544,77.199826,155,186,0.7,HIGH,W072
HS1596,28.437616,77.225517,164,162,0.56,HIGH,W072
HS1597,28.401194,77.225032,158,189,0.76,HIGH,W072
HS1598,28.398165,77.214566,183,182,0.81,HIGH,W072
HS1599,28.392777,77.216949,185,177,0.6,HIGH,W072
HS1600,28.420567,77.214672,170,194,0.71,HIGH,W072
HS1601,28.426328,77.234557,158,195,0.71,HIGH,W072
HS1602,28.418678,77.239444,159,178,0.73,HIGH,W072
HS1603,28.428974,77.237541,172,194,0.59,HIGH,W072
HS1604,28.590863,77.337985,185,218,0.52,HIGH,W073
HS1605,28.617554,77.342577,174,229,0.7,MEDIUM,W073
HS1606,28.592413,77.303326,164,231,0.74,MEDIUM,W073
HS1607,28.607704,77.296144,167,233,0.58,MEDIUM,W073
HS1608,28.598188,77.318514,165,231,0.65,MEDIUM,W073
HS1609,28.613242,77.309034,206,222,0.53,HIGH,W073
HS1610,28.604812,77.330788,172,224,0.41,HIGH,W073
HS1611,28.614753,77.308272,184,216,0.73,MEDIUM,W073
HS1612,28.589703,77.31068,193,231,0.68,MEDIUM,W073
HS1613,28.589877,77.319782,175,207,0.56,HIGH,W073
HS1614,28.612026,77.333303,185,210,0.46,HIGH,W073
HS1615,28.619047,77.328321,190,215,0.69,HIGH,W073
HS1616,28.609036,77.313912,173,211,0.56,HIGH,W073
HS1617,28.623695,77.299495,210,230,0.44,HIGH,W073
HS1618,28.621871,77.303611,211,237,0.66,HIGH,W073
HS1619,28.597324,77.329373,199,211,0.5,HIGH,W073
HS1620,28.627426,77.341912,197,230,0.51,HIGH,W073
HS1621,28.612308,77.312589,202,236,0.61,HIGH,W073
HS1622,28.610072,77.303513,167,233,0.66,MEDIUM,W073
HS1623,28.612581,77.308696,169,206,0.43,HIGH,W073
HS1624,28.624787,77.295789,188,224,0.43,HIGH,W073
HS1625,28.605283,77.343322,170,222,0.71,MEDIUM,W073
HS1626,28.614269,77.312014,169,222,0.62,MEDIUM,W073
HS1627,28.594274,77.30531,179,213,0.61,HIGH,W073
HS1628,28.60274,77.322633,174,237,0.42,HIGH,W073
HS1629,28.707018,76.950171,66,245,0.78,LOW,W074
HS1630,28.682235,76.991967,81,242,0.82,LOW,W074
HS1631,28.701014,76.993674,72,245,0.83,LOW,W074
HS1632,28.697053,76.962975,82,227,0.6,MEDIUM,W074
HS1633,28.675228,76.981295,90,215,0.57,MEDIUM,W074
HS1634,28.677566,76.953038,81,223,0.71,MEDIUM,W074
HS1635,28.68673,76.954775,77,215,0.79,MEDIUM,W074
HS1636,28.689994,76.949471,88,213,0.51,MEDIUM,W074
HS1637,28.662931,76.944891,106,232,0.76,MEDIUM,W074
HS1638,28.683136,76.978841,59,245,0.74,LOW,W074
HS1639,28.662503,76.964163,79,236,0.86,LOW,W074
HS1640,28.661007,76.975762,89,234,0.51,MEDIUM,W074
HS1641,28.669506,76.951126,64,239,0.66,LOW,W074
HS1642,28.705548,76.946362,75,218,0.73,MEDIUM,W074
HS1643,28.678728,76.9752,63,222,0.67,MEDIUM,W074
HS1644,28.667161,76.98891,92,218,0.67,MEDIUM,W074
HS1645,28.681595,76.964529,89,242,0.6,MEDIUM,W074
HS1646,28.709274,76.988303,95,214,0.71,MEDIUM,W074
HS1647,28.702838,76.966689,98,221,0.83,MEDIUM,W074
HS1648,28.682831,76.966473,92,236,0.51,MEDIUM,W074
HS1649,28.686517,76.986444,91,248,0.75,LOW,W074
HS1650,28.670862,76.945639,98,217,0.68,MEDIUM,W074
HS1651,28.600569,77.129815,141,210,0.57,HIGH,W075
HS1652,28.606713,77.14872,100,211,0.69,MEDIUM,W075
HS1653,28.60336,77.129257,115,191,0.66,MEDIUM,W075
HS1654,28.60476,77.171145,124,215,0.54,MEDIUM,W075
HS1655,28.599059,77.144853,106,225,0.53,MEDIUM,W075
HS1656,28.631091,77.134095,141,209,0.85,MEDIUM,W075
HS1657,28.613055,77.165016,103,193,0.82,MEDIUM,W075
HS1658,28.611416,77.167088,101,196,0.57,MEDIUM,W075
HS1659,28.606593,77.158196,123,215,0.51,MEDIUM,W075
HS1660,28.590447,77.171789,145,194,0.51,HIGH,W075
HS1661,28.613219,77.160129,111,204,0.52,MEDIUM,W075
HS1662,28.632448,77.155218,109,194,0.64,MEDIUM,W075
HS1663,28.634434,77.151322,122,212,0.55,MEDIUM,W075
HS1664,28.601496,77.150467,118,192,0.81,MEDIUM,W075
HS1665,28.612193,77.167291,111,195,0.55,MEDIUM,W075
HS1666,28.597643,77.14965,127,203,0.72,MEDIUM,W075
HS1667,28.613267,77.142486,108,215,0.7,MEDIUM,W075
HS1668,28.597856,77.144832,110,212,0.77,MEDIUM,W075
HS1669,28.632453,77.140695,125,210,0.89,MEDIUM,W075
HS1670,28.606488,77.15755,143,195,0.81,MEDIUM,W075
HS1671,28.638304,77.165111,106,224,0.74,MEDIUM,W075
HS1672,28.612322,77.170717,102,214,0.64,MEDIUM,W075
HS1673,28.631451,77.170337,134,206,0.7,MEDIUM,W075
HS1674,28.608824,77.150222,141,223,0.68,MEDIUM,W075
HS1675,28.596502,77.130196,105,204,0.8,MEDIUM,W075
HS1676,28.858131,77.187195,128,252,0.1,HIGH,W076
HS1677,28.849935,77.161519,107,259,0.16,MEDIUM,W076
HS1678,28.840988,77.165629,113,254,0.15,MEDIUM,W076
HS1679,28.859332,77.176672,147,249,0.17,HIGH,W076
HS1680,28.870857,77.189138,117,273,0.12,MEDIUM,W076
HS1681,28.867173,77.176486,146,279,0.27,MEDIUM,W076
HS1682,28.877406,77.161549,118,264,0.31,MEDIUM,W076
HS1683,28.840223,77.190416,115,255,0.4,MEDIUM,W076
HS1684,28.871419,77.165566,126,279,0.12,MEDIUM,W076
HS1685,28.871617,77.189955,142,260,0.44,MEDIUM,W076
HS1686,28.847105,77.177514,129,262,0.43,MEDIUM,W076
HS1687,28.839251,77.156802,118,258,0.1,HIGH,W076
HS1688,28.879863,77.191738,132,272,0.25,MEDIUM,W076
HS1689,28.87357,77.163457,131,268,0.24,MEDIUM,W076
HS1690,28.839992,77.176651,138,259,0.1,HIGH,W076
HS1691,28.841309,77.193877,143,260,0.41,MEDIUM,W076
HS1692,28.838793,77.195637,119,286,0.42,MEDIUM,W076
HS1693,28.877846,77.170053,136,250,0.21,HIGH,W076
HS1694,28.841437,77.156789,105,261,0.28,MEDIUM,W076
HS1695,28.880821,77.188931,108,275,0.1,MEDIUM,W076
HS1696,28.85248,77.204085,119,267,0.39,MEDIUM,W076
HS1697,28.857076,77.198535,141,251,0.1,HIGH,W076
HS1698,28.85517,77.179845,137,266,0.18,MEDIUM,W076
HS1699,28.842611,77.180132,123,283,0.21,MEDIUM,W076
HS1700,28.468397,77.206074,163,178,0.67,HIGH,W077
HS1701,28.475114,77.219624,151,209,0.73,MEDIUM,W077
HS1702,28.483385,77.198259,183,202,0.56,HIGH,W077
HS1703,28.488396,77.19473,148,207,0.74,MEDIUM,W077
HS1704,28.477728,77.211405,179,214,0.67,HIGH,W077
HS1705,28.4697,77.211344,182,197,0.67,HIGH,W077
HS1706,28.448803,77.216921,181,195,0.58,HIGH,W077
HS1707,28.49366,77.199343,178,178,0.82,HIGH,W077
HS1708,28.485429,77.179719,145,181,0.54,HIGH,W077
HS1709,28.468409,77.186921,177,202,0.67,HIGH,W077
HS1710,28.463406,77.185535,138,177,0.91,MEDIUM,W077
HS1711,28.457419,77.187632,180,179,0.63,HIGH,W077
HS1712,28.454808,77.179124,139,183,0.55,HIGH,W077
HS1713,28.44495,77.211424,159,208,0.82,MEDIUM,W077
HS1714,28.469672,77.204729,155,202,0.51,HIGH,W077
HS1715,28.464163,77.216554,181,185,0.72,HIGH,W077
HS1716,28.461407,77.197218,139,200,0.71,MEDIUM,W077
HS1717,28.481658,77.212355,144,199,0.67,MEDIUM,W077
HS1718,28.478391,77.183685,146,194,0.66,HIGH,W077
HS1719,28.460483,77.192369,138,193,0.6,HIGH,W077
HS1720,28.491537,77.219108,163,203,0.52,HIGH,W077
HS1721,28.657396,77.363193,107,212,0.37,HIGH,W078
HS1722,28.653305,77.351191,108,234,0.37,MEDIUM,W078
HS1723,28.666458,77.355305,126,231,0.39,MEDIUM,W078
HS1724,28.679412,77.369889,114,212,0.41,HIGH,W078
HS1725,28.677529,77.365322,105,233,0.2,HIGH,W078
HS1726,28.666057,77.334219,128,243,0.15,HIGH,W078
HS1727,28.698645,77.350396,91,230,0.11,HIGH,W078
HS1728,28.672923,77.332356,93,243,0.18,MEDIUM,W078
HS1729,28.674731,77.347825,105,225,0.41,MEDIUM,W078
HS1730,28.676542,77.369656,98,217,0.41,MEDIUM,W078
HS1731,28.652939,77.329552,102,232,0.1,HIGH,W078
HS1732,28.655465,77.332021,126,213,0.25,HIGH,W078
HS1733,28.653998,77.329485,110,219,0.27,HIGH,W078
HS1734,28.659705,77.340909,102,229,0.43,MEDIUM,W078
HS1735,28.701646,77.365051,96,237,0.2,MEDIUM,W078
HS1736,28.684711,77.336439,118,243,0.24,MEDIUM,W078
HS1737,28.653509,77.360502,81,237,0.24,MEDIUM,W078
HS1738,28.682573,77.369111,123,217,0.22,HIGH,W078
HS1739,28.680955,77.367362,89,231,0.16,HIGH,W078
HS1740,28.664148,77.334099,116,222,0.33,HIGH,W078
HS1741,28.677446,77.324357,119,246,0.35,MEDIUM,W078
HS1742,28.66676,77.354173,114,228,0.37,MEDIUM,W078
HS1743,28.678557,77.355542,116,234,0.36,MEDIUM,W078
HS1744,28.686421,77.356005,123,242,0.41,MEDIUM,W078
HS1745,28.579316,76.931955,132,228,0.55,MEDIUM,W079
HS1746,28.564329,76.919412,118,212,0.47,MEDIUM,W079
HS1747,28.562388,76.960868,136,206,0.32,HIGH,W079
HS1748,28.547586,76.941302,136,239,0.46,MEDIUM,W079
HS1749,28.564687,76.914461,120,240,0.33,MEDIUM,W079
HS1750,28.549274,76.916815,110,241,0.37,MEDIUM,W079
HS1751,28.58196,76.953369,118,207,0.38,HIGH,W079
HS1752,28.559473,76.922259,156,243,0.3,HIGH,W079
HS1753,28.576663,76.937922,134,226,0.32,HIGH,W079
HS1754,28.54441,76.924815,117,221,0.65,MEDIUM,W079
HS1755,28.585417,76.936286,130,216,0.5,MEDIUM,W079
HS1756,28.578335,76.928722,113,213,0.4,HIGH,W079
